item_id,snapshot_date,item_name,category,criticality_level,supplier_id,supplier_name,current_on_hand,safety_stock,reorder_point,moq,holding_cost,stockout_penalty,avg_lead_time_days,reliability_score,variability_index,avg_daily_demand,demand_std_dev,total_recent_demand,demand_variability_class,open_sales_order_qty,open_purchase_order_qty,next_po_arrival_date,days_until_next_po_arrival,net_available_inventory,days_of_supply,lead_time_demand,lead_time_class,supplier_reliability_class,stockout_risk_class,stockout_risk_probability,forecast_demand_next_period,feature_notes
5607,2026-03-08,22011,Shovel,high,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,12498,1000,1012,500,0.75,0.0,120.0,1.0,10.0,171.72254335260115,852.8439518992722,29708.0,high,2282.0,735483.0,,,745699.0,4342.464218392352,20606.70520231214,long,high,Low,0.0,5151.676300578035,Inventory position currently adequate relative to projected demand and replenishment window.
5608,2026-03-08,22211,Shovel,high,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,778,1000,1001,500,0.75,0.0,120.0,1.0,10.0,2.3469387755102042,8.437394494175328,115.0,high,9.0,11761.0,,,12530.0,5338.869565217391,281.6326530612245,long,high,Low,1.154761046293374e-85,70.40816326530613,Inventory position currently adequate relative to projected demand and replenishment window.
5609,2026-03-08,22311,Shovel,high,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,694,1000,1001,500,0.75,0.0,120.0,1.0,10.0,1.5588235294117647,2.0477804165928304,53.0,high,808.0,45146.0,,,45032.0,28888.45283018868,187.05882352941177,long,high,Low,0.0,46.76470588235294,Inventory position currently adequate relative to projected demand and replenishment window.
5610,2026-03-08,22411,Shovel,high,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,162,1000,1000,500,0.75,0.0,120.0,1.0,10.0,1.4,3.906453296596615,224.0,high,572.0,36907.0,,,36497.0,26069.285714285717,168.0,long,high,Low,0.0,42.0,Inventory position currently adequate relative to projected demand and replenishment window.
5611,2026-03-08,22511,Shovel,high,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,1644,1000,1002,500,0.75,0.0,120.0,1.0,10.0,1.078740157480315,0.4647289568927012,137.0,low,13.0,22160.0,,,23791.0,22054.430656934306,129.4488188976378,long,high,Low,0.0,32.36220472440945,Inventory position currently adequate relative to projected demand and replenishment window.
5612,2026-03-08,22611,Shovel,high,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,2698,1000,1003,500,0.75,0.0,120.0,1.0,10.0,9.666666666666666,40.58235498627309,232.0,high,228.0,47263.0,,,49733.0,5144.793103448276,1160.0,long,high,Low,1.7286952575224213e-81,290.0,Inventory position currently adequate relative to projected demand and replenishment window.
5613,2026-03-08,22711,Shovel,high,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,520,1000,1001,500,0.75,0.0,120.0,1.0,10.0,1.0,0.0,20.0,low,360.0,7130.0,,,7290.0,7290.0,120.0,long,high,Low,5.153631474302243e-158,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
5614,2026-03-08,22811,Shovel,low,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,1110,500,502,500,0.75,0.0,120.0,1.0,10.0,1.7,1.2516655570345725,17.0,med,8.0,3143.0,,,4245.0,2497.0588235294117,204.0,long,high,Low,4.923353794155867e-21,51.0,Inventory position currently adequate relative to projected demand and replenishment window.
5615,2026-03-08,22911,Shovel,med,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,640,250,253,500,0.75,0.0,120.0,1.0,10.0,1.0,0.0,5.0,low,2.0,3224.0,,,3862.0,3862.0,120.0,long,high,Low,5.3270907136967085e-46,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
5616,2026-03-08,23011,Shovel,low,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,161,500,500,500,0.75,0.0,120.0,1.0,10.0,1.2,0.4216370213557839,12.0,low,2.0,1520.0,,,1679.0,1399.1666666666667,144.0,long,high,Low,8.342983793794465e-09,36.0,Inventory position currently adequate relative to projected demand and replenishment window.
5617,2026-03-08,23211,Shovel,high,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,749,1000,1001,500,0.75,0.0,120.0,1.0,10.0,1.0681818181818181,0.45226701686664555,47.0,low,480.0,6832.0,,,7101.0,6647.744680851064,128.1818181818182,long,high,Low,1.266760415373684e-131,32.04545454545455,Inventory position currently adequate relative to projected demand and replenishment window.
5618,2026-03-08,23311,Shovel,high,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,1691,1000,1002,500,0.75,0.0,120.0,1.0,10.0,77.81521739130434,735.4163645285817,7159.0,high,1655.0,177973.0,,,178009.0,2287.5859756949294,9337.826086956522,long,high,Low,7.3174899188400816e-40,2334.4565217391305,Inventory position currently adequate relative to projected demand and replenishment window.
5621,2026-03-08,25011,Shovel,high,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,285,1000,1000,500,0.75,0.0,120.0,1.0,10.0,1.0,0.0,5.0,low,0.0,1663.0,,,1948.0,1948.0,120.0,long,high,Low,5.970892291695143e-14,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
5622,2026-03-08,25023,Shovel,med,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,0,250,250,500,0.75,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,513.0,,,513.0,999.0,0.0,long,high,Low,3.3333529719820757e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5625,2026-03-08,25111,Shovel,low,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,189,500,500,500,0.75,0.0,120.0,1.0,10.0,1.0,0.0,2.0,low,1.0,485.0,,,673.0,673.0,120.0,long,high,Low,8.694914683540433e-05,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
5626,2026-03-08,25123,Shovel,low,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,91,500,500,500,0.75,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,401.0,,,492.0,999.0,0.0,long,high,Low,3.3214774445163075e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5627,2026-03-08,25201,Shovel,low,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,1,500,500,500,0.75,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,39.0,,,40.0,999.0,0.0,long,high,Low,3.2814436302635337e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5629,2026-03-08,25211,Shovel,high,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,72,1000,1000,500,0.75,0.0,120.0,1.0,10.0,1.0,0.0,3.0,low,0.0,1112.0,,,1184.0,1184.0,120.0,long,high,Low,2.7647089544257837e-07,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
5630,2026-03-08,25223,Shovel,low,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,65,500,500,500,0.75,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,795.0,,,860.0,999.0,0.0,long,high,Low,3.3655851143160217e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5631,2026-03-08,25301,Shovel,low,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,2,500,500,500,0.75,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,6.0,,,8.0,999.0,0.0,long,high,Low,3.2778723063911722e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5632,2026-03-08,25302,Shovel,low,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,34,500,500,500,0.75,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,1858.0,,,1892.0,999.0,0.0,long,high,Low,3.4750223844833946e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5633,2026-03-08,25311,Shovel,high,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,155,1000,1000,500,0.75,0.0,120.0,1.0,10.0,1.0666666666666667,0.2581988897471611,16.0,low,0.0,1845.0,,,2000.0,1875.0,128.0,long,high,Low,3.739191857420846e-13,32.0,Inventory position currently adequate relative to projected demand and replenishment window.
5640,2026-03-08,25602,Shovel,high,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,461,1000,1000,500,0.75,0.0,120.0,1.0,10.0,1.0833333333333333,0.28867513459481287,13.0,low,302.0,8485.0,,,8644.0,7979.076923076924,130.0,long,high,Low,4.782106209666839e-189,32.5,Inventory position currently adequate relative to projected demand and replenishment window.
5641,2026-03-08,25611,Shovel,high,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,1273,1000,1001,500,0.75,0.0,120.0,1.0,10.0,1.0,0.0,8.0,low,4.0,6804.0,,,8073.0,8073.0,120.0,long,high,Low,1.002391520369039e-193,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
5642,2026-03-08,25623,Shovel,med,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,8,250,250,500,0.75,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,500.0,,,508.0,999.0,0.0,long,high,Low,3.3326947768484572e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5645,2026-03-08,25811,Shovel,med,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,571,250,252,500,0.75,0.0,120.0,1.0,10.0,1.0,0.0,6.0,low,0.0,1359.0,,,1930.0,1930.0,120.0,long,high,Low,8.670421462691835e-14,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
5646,2026-03-08,25823,Shovel,high,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,61,1000,1000,500,0.75,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,2.0,1016.0,,,1075.0,999.0,0.0,long,high,Low,3.3857572679665975e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5648,2026-03-08,27202,Shovel,high,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,2,1000,1000,500,0.75,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,1045.0,,,1047.0,999.0,0.0,long,high,Low,3.390239734393753e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5653,2026-03-08,30411,hand tool,low,44837,"Shenzhen Qusart Technology Co., Ltd.",0,500,500,500,0.25,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,11068.0,,,11068.0,999.0,0.0,long,high,Low,3.986522682723495e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5654,2026-03-08,30501,hand tool,low,44837,"Shenzhen Qusart Technology Co., Ltd.",0,500,500,500,0.25,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,140.0,,,140.0,999.0,0.0,long,high,Low,3.2925381366535165e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5656,2026-03-08,30511,hand tool,high,44837,"Shenzhen Qusart Technology Co., Ltd.",0,1000,1000,500,0.25,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,1284.0,,,1284.0,999.0,0.0,long,high,Low,3.41489517806922e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5658,2026-03-08,31002,hand tool,low,44837,"Shenzhen Qusart Technology Co., Ltd.",0,500,500,500,0.25,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,42.0,,,42.0,999.0,0.0,long,high,Low,3.281674974637357e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5663,2026-03-08,36011,hand tool,med,44837,"Shenzhen Qusart Technology Co., Ltd.",0,250,250,500,0.25,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,4052.0,,,4052.0,999.0,0.0,long,high,Low,3.6711423134526188e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5963,2026-03-08,75005,Shovel,med,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,19,250,250,500,0.75,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,132.0,,,151.0,999.0,0.0,long,high,Low,3.2932206935365747e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5964,2026-03-08,75003,Shovel,low,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,108,500,500,500,0.75,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,430.0,,,538.0,999.0,0.0,long,high,Low,3.3226657605101708e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5965,2026-03-08,75004,Shovel,low,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,47,500,500,500,0.75,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,48.0,,,95.0,999.0,0.0,long,high,Low,3.2848051564530503e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5967,2026-03-08,R3PF,Shovel,low,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,0,500,500,500,0.75,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,100.0,,,100.0,999.0,0.0,long,high,Low,3.288111078559681e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5968,2026-03-08,R4PF,Shovel,low,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,0,500,500,500,0.75,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,100.0,,,100.0,999.0,0.0,long,high,Low,3.288111078559681e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5969,2026-03-08,R6PF,Shovel,low,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,0,500,500,500,0.75,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,200.0,,,200.0,999.0,0.0,long,high,Low,3.299160781681592e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5971,2026-03-08,101-08,Reel Mower,low,1039,Zhejiang Saige Garden Machinery Co,0,500,500,500,1.5,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,4360.0,,,4360.0,999.0,0.0,long,high,Low,3.695664283227102e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5982,2026-03-08,750032P,Shovel,low,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,200,500,500,500,0.75,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,400.0,,,600.0,999.0,0.0,long,high,Low,3.297971011777156e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5989,2026-03-08,RTC70125-TK,Kit,med,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",0,250,250,1000,0.5,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,10.0,,,10.0,999.0,0.0,long,high,Low,3.278115526338515e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
5993,2026-03-08,GC91416,Grass Catcher,high,1039,Zhejiang Saige Garden Machinery Co,2742,1000,1003,500,1.5,0.0,120.0,1.0,10.0,1.0,0.0,43.0,low,1810.0,30727.0,,,31659.0,31659.0,120.0,long,high,Low,0.0,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
5994,2026-03-08,GC91820,Grass Catcher,med,1039,Zhejiang Saige Garden Machinery Co,3128,250,263,500,1.5,0.0,120.0,1.0,10.0,19.416666666666668,81.39432555088872,466.0,high,194.0,12908.0,,,15842.0,815.8969957081545,2330.0,long,high,Low,1.326897174257807e-06,582.5,Inventory position currently adequate relative to projected demand and replenishment window.
6005,2026-03-08,716-18S,Reel Mower,high,1039,Zhejiang Saige Garden Machinery Co,1203,1000,1001,500,1.5,0.0,120.0,1.0,10.0,1.0,0.0,18.0,low,659.0,12867.0,,,13411.0,13411.0,120.0,long,high,Low,0.0,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
6016,2026-03-08,PS45010,Pole Saw,med,44830,"Shenzhen Lidewei Supply Chain Co., Ltd",0,250,250,500,1.12,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,8998.0,,,8998.0,999.0,0.0,long,high,Low,3.9497988763365495e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
6018,2026-03-08,70076-H1,Shovel,low,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,0,500,500,500,0.75,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,0.0,,,0.0,999.0,0.0,long,high,Low,3.2770019659521374e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
6022,2026-03-08,RA-001,Boxed Shovel,high,2031,Foshan City Nanhai Yiqing Metal Product Co. Ltd,1921,1000,1002,500,0.75,0.0,120.0,1.0,10.0,1.0,0.0,23.0,low,8.0,30892.0,,,32805.0,32805.0,120.0,long,high,Low,0.0,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
6023,2026-03-08,RA-002,Boxed Shovel,high,2031,Foshan City Nanhai Yiqing Metal Product Co. Ltd,500,1000,1001,500,0.75,0.0,120.0,1.0,10.0,1.255813953488372,1.0711147565529224,54.0,med,801.0,14835.0,,,14534.0,11573.37037037037,150.69767441860466,long,high,Low,0.0,37.674418604651166,Inventory position currently adequate relative to projected demand and replenishment window.
6024,2026-03-08,RA-003,Boxed Shovel,high,2031,Foshan City Nanhai Yiqing Metal Product Co. Ltd,475,1000,1000,500,0.75,0.0,120.0,1.0,10.0,1.2608695652173914,1.0538842141140994,29.0,med,202.0,2722.0,,,2995.0,2375.344827586207,151.30434782608697,long,high,Low,3.3022089711507963e-19,37.82608695652174,Inventory position currently adequate relative to projected demand and replenishment window.
6026,2026-03-08,OS-002,Shovel,high,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,136,1000,1000,500,0.75,0.0,120.0,1.0,10.0,1.05,0.22360679774997896,21.0,low,3.0,1809.0,,,1942.0,1849.5238095238094,126.0,long,high,Low,6.911936317094773e-13,31.5,Inventory position currently adequate relative to projected demand and replenishment window.
6027,2026-03-08,RK-001,Rake,med,2031,Foshan City Nanhai Yiqing Metal Product Co. Ltd,711,250,253,500,0.75,0.0,120.0,1.0,10.0,1.1,0.34682827893997314,77.0,low,7.0,7566.0,,,8270.0,7518.181818181818,132.0,long,high,Low,4.678735774475807e-168,33.0,Inventory position currently adequate relative to projected demand and replenishment window.
6048,2026-03-08,23301,Shovel,low,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,18,500,500,500,0.75,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,6392.0,,,6410.0,999.0,0.0,long,high,Low,3.835796773739085e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
6057,2026-03-08,LST20-AHK-2,Kit,high,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",40,1000,1000,1000,0.5,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,100.0,,,140.0,999.0,0.0,long,high,Low,3.290504261027479e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
6059,2026-03-08,LST20-PGK-2,Kit,med,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",0,250,250,1000,0.5,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,100.0,,,100.0,999.0,0.0,long,high,Low,3.288111078559681e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
6060,2026-03-08,LST20-SRK-1,Kit,high,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",54,1000,1000,1000,0.5,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,400.0,,,454.0,999.0,0.0,long,high,Low,3.3234354080059876e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
6062,2026-03-08,23511,Shovel,high,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,626,1000,1001,500,0.75,0.0,120.0,1.0,10.0,1.0,0.0,45.0,low,10.0,4505.0,,,5121.0,5121.0,120.0,long,high,Low,5.3482313712946147e-79,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
6063,2026-03-08,70078-H1,Shovel,low,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,0,500,500,500,0.75,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,0.0,,,0.0,999.0,0.0,long,high,Low,3.2770019659521374e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
6081,2026-03-08,R2PF,Shovel,low,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,0,500,500,500,0.75,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,0.0,,,0.0,999.0,0.0,long,high,Low,3.2770019659521374e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
6082,2026-03-08,SN-HK-1,Part,high,1913,Taizhou Oute Tools Manufacturing Co. Ltd,327,1000,1000,1000,0.02,0.0,120.0,1.0,10.0,1.2,0.4472135954999579,6.0,low,0.0,600.0,,,927.0,772.5,144.0,long,high,Low,3.690318674132994e-05,36.0,Inventory position currently adequate relative to projected demand and replenishment window.
6084,2026-03-08,615-16S,Reel Mower,low,1039,Zhejiang Saige Garden Machinery Co,0,500,500,500,1.5,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,1000.0,,,1000.0,999.0,0.0,long,high,Low,3.385318101034715e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
6087,2026-03-08,DT-LHK-1,Kit,high,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",11,1000,1000,1000,0.5,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,50.0,,,61.0,999.0,0.0,long,high,Low,3.2835681089560653e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
6088,2026-03-08,DT-HK-1,Kit,high,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",49,1000,1000,1000,0.5,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,50.0,,,99.0,999.0,0.0,long,high,Low,3.2850259684276094e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
6089,2026-03-08,DT-GC-1,Kit,high,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",0,1000,1000,1000,0.5,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,50.0,,,50.0,999.0,0.0,long,high,Low,3.2825638951641585e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
6090,2026-03-08,DT-UHK-1,Kit,high,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",2,1000,1000,1000,0.5,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,50.0,,,52.0,999.0,0.0,long,high,Low,3.282765902823998e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
6091,2026-03-08,RM8-HK-1,Kit,high,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",7,1000,1000,1000,0.5,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,10.0,,,17.0,999.0,0.0,long,high,Low,3.278785243088039e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
6092,2026-03-08,RM8-UHP-1,Kit,high,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",7,1000,1000,1000,0.5,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,10.0,,,17.0,999.0,0.0,long,high,Low,3.278785243088039e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
6106,2026-03-08,Radius Header,Shovel,low,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,0,500,500,500,0.75,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,0.0,,,0.0,999.0,0.0,long,high,Low,3.2770019659521374e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
6113,2026-03-08,RB80514,Mower Blade,med,3029,"Kingxxel Tools Co., Ltd",25,250,250,500,0.5,0.0,120.0,1.0,10.0,1.2857142857142858,0.48795003647426655,9.0,low,6.0,400.0,,,419.0,325.88888888888886,154.2857142857143,long,high,Low,0.0005673464130299761,38.57142857142858,Inventory position currently adequate relative to projected demand and replenishment window.
6115,2026-03-08,RA-004,Boxed Shovel,high,2031,Foshan City Nanhai Yiqing Metal Product Co. Ltd,169,1000,1000,500,0.75,0.0,120.0,1.0,10.0,1.005464480874317,0.07392212709545729,184.0,low,8.0,4440.0,,,4601.0,4575.994565217391,120.65573770491804,long,high,Low,1.6938549389306985e-63,30.16393442622951,Inventory position currently adequate relative to projected demand and replenishment window.
6117,2026-03-08,23711,Shovel,high,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,968,1000,1001,500,0.75,0.0,120.0,1.0,10.0,1.05,0.22360679774997896,21.0,low,6.0,5417.0,,,6379.0,6075.238095238095,126.0,long,high,Low,2.11980576941371e-110,31.5,Inventory position currently adequate relative to projected demand and replenishment window.
6118,2026-03-08,23811,Shovel,high,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,78,1000,1000,500,0.75,0.0,120.0,1.0,10.0,1.0,0.0,68.0,low,1.0,2650.0,,,2727.0,2727.0,120.0,long,high,Low,2.5461773252497453e-24,30.0,Inventory position currently adequate relative to projected demand and replenishment window.
6120,2026-03-08,90411,Shovel,high,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,6,1000,1000,500,0.75,0.0,120.0,1.0,10.0,2.0,6.5869103066147305,224.0,high,0.0,1735.0,,,1741.0,870.5,240.0,long,high,Low,1.5200354875758159e-05,60.0,Inventory position currently adequate relative to projected demand and replenishment window.
6121,2026-03-08,RS95915,Kit,high,2061,"Jiangmen Shun Ming Household Co., Ltd (Alibec)",0,1000,1000,1000,0.5,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,500.0,,,500.0,999.0,0.0,long,high,Low,3.331944937280189e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
6123,2026-03-08,SN71012,Snow Thrower,med,1977,"Cixi Huazhijie Plastic Product Co., Ltd",38,250,250,500,1.62,0.0,120.0,1.0,10.0,1.125,0.3535533905932738,9.0,low,35.0,14035.0,,,14038.0,12478.222222222223,135.0,long,high,Low,0.0,33.75,Inventory position currently adequate relative to projected demand and replenishment window.
6128,2026-03-08,23411,Shovel,med,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,203,250,251,500,0.75,0.0,120.0,1.0,10.0,1.0909090909090908,0.30151134457776363,12.0,low,2.0,2600.0,,,2801.0,2567.5833333333335,130.9090909090909,long,high,Low,6.660580849102297e-22,32.72727272727273,Inventory position currently adequate relative to projected demand and replenishment window.
6133,2026-03-08,50002,Boxed Shovel,high,2031,Foshan City Nanhai Yiqing Metal Product Co. Ltd,1935,1000,1002,500,0.75,0.0,120.0,1.0,10.0,1.0317460317460319,0.17673143177130224,65.0,low,3.0,27382.0,,,29314.0,28412.030769230765,123.80952380952382,long,high,Low,0.0,30.952380952380956,Inventory position currently adequate relative to projected demand and replenishment window.
6134,2026-03-08,SN70112,Snow Thrower,high,1977,"Cixi Huazhijie Plastic Product Co., Ltd",41,1000,1000,500,1.62,0.0,120.0,1.0,10.0,33.020833333333336,162.59249277157215,1585.0,high,40.0,14547.0,,,14548.0,440.57034700315455,3962.5000000000005,long,high,Low,0.00034893747061575823,990.6250000000001,Inventory position currently adequate relative to projected demand and replenishment window.
6142,2026-03-08,70024,Shovel,low,2059,Tangshan Changzhi Farm Impls And Tools Dml Ltd,1,500,500,500,0.75,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,160.0,,,161.0,999.0,0.0,long,high,Low,3.2948500085885514e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
6152,2026-03-08,TC70025S,Tiller/Cultivator,med,4279,Ningbo Joyo Garden Tools Co Ltd,123,250,250,500,1.75,0.0,120.0,1.0,10.0,0.0,0.0,0.0,low,0.0,800.0,,,923.0,999.0,0.0,long,high,Low,3.3599611686465087e-06,0.0,Inventory position currently adequate relative to projected demand and replenishment window.
